Gene Name,GenBank Gene ID,Drug ID
GABRP,U95367, DB00546
GABRP,U95367, DB00628
GABRP,U95367, DB00683
GABRP,U95367, DB00690
GABRP,U95367, DB00753
GABRP,U95367, DB00794
GABRP,U95367, DB00801
GABRP,U95367, DB00818
GABRP,U95367, DB00829
GABRP,U95367, DB00842
GABRP,U95367, DB00897
GABRP,U95367, DB01028
GABRP,U95367, DB01068
GABRP,U95367, DB01107
GABRP,U95367, DB01159
GABRP,U95367, DB01189
GABRP,U95367, DB01205
GABRP,U95367, DB01215
GABRP,U95367, DB01236
GABRP,U95367, DB01437
GABRP,U95367, DB01489
GABRP,U95367, DB01511
GABRP,U95367, DB01544
GABRP,U95367, DB01545
GABRP,U95367, DB01553
GABRP,U95367, DB01558
GABRP,U95367, DB01559
GABRP,U95367, DB01587
GABRP,U95367, DB01588
GABRP,U95367, DB01589
GABRP,U95367, DB01594
GABRP,U95367, DB01595
GABRP,U95367, DB01956
GABRP,U95367, DB09017
GABRP,U95367, DB09118
GABRP,U95367, DB09166
GABRP,U95367, DB11582
GABRP,U95367, DB11859
GABRP,U95367, DB12404
GABRP,U95367, DB13335
GABRP,U95367, DB13437
GABRP,U95367, DB13643
GABRP,U95367, DB13837
GABRP,U95367, DB13872
GABRP,U95367, DB14028
GABRP,U95367, DB14672
GABRP,U95367, DB14715
GABRP,U95367, DB14719
GABRP,U95367, DB15489
GABRR2,M86868,DB01567
GABRD,AF016917,DB01567
GABRD,AF016917,DB00186
GABRD,AF016917, DB00189
GABRD,AF016917, DB00228
GABRD,AF016917, DB00231
GABRD,AF016917, DB00237
GABRD,AF016917, DB00241
GABRD,AF016917, DB00292
GABRD,AF016917, DB00306
GABRD,AF016917, DB00312
GABRD,AF016917, DB00349
GABRD,AF016917, DB00371
GABRD,AF016917, DB00402
GABRD,AF016917, DB00404
GABRD,AF016917, DB00463
GABRD,AF016917, DB00475
GABRD,AF016917, DB00546
GABRD,AF016917, DB00628
GABRD,AF016917, DB00683
GABRD,AF016917, DB00690
GABRD,AF016917, DB00753
GABRD,AF016917, DB00794
GABRD,AF016917, DB00801
GABRD,AF016917, DB00818
GABRD,AF016917, DB00829
GABRD,AF016917, DB00842
GABRD,AF016917, DB00897
GABRD,AF016917, DB01028
GABRD,AF016917, DB01068
GABRD,AF016917, DB01107
GABRD,AF016917, DB01159
GABRD,AF016917, DB01189
GABRD,AF016917, DB01205
GABRD,AF016917, DB01215
GABRD,AF016917, DB01236
GABRD,AF016917, DB01437
GABRD,AF016917, DB01489
GABRD,AF016917, DB01511
GABRD,AF016917, DB01544
GABRD,AF016917, DB01545
GABRD,AF016917, DB01553
GABRD,AF016917, DB01558
GABRD,AF016917, DB01559
GABRD,AF016917, DB01587
GABRD,AF016917, DB01588
GABRD,AF016917, DB01589
GABRD,AF016917, DB01594
GABRD,AF016917, DB01595
GABRD,AF016917, DB01956
GABRD,AF016917, DB09017
GABRD,AF016917, DB09118
GABRD,AF016917, DB09166
GABRD,AF016917, DB11582
GABRD,AF016917, DB11859
GABRD,AF016917, DB12404
GABRD,AF016917, DB13335
GABRD,AF016917, DB13437
GABRD,AF016917, DB13643
GABRD,AF016917, DB13837
GABRD,AF016917, DB13872
GABRD,AF016917, DB14028
GABRD,AF016917, DB14672
GABRD,AF016917, DB14715
GABRD,AF016917, DB14719
GABRD,AF016917, DB15489
KCND2,AF121104,DB06637
KCND3,AF048712,DB04855
KCND3,AF048712, DB06217
KCND3,AF048712, DB06637
NTRK2,U12140,DB14723
AKR1D1,Z28339,DB00548
RRM2B,AB036063,DB00242
POLE,L09561,DB00242
POLE2,AF025840,DB00242
POLE4,BC031331,DB00242
POLE3,AF226077,DB00242
mecA,X52593,DB00417
mecA,X52593, DB01603
GABRR3,AC026100,DB01567
LIPF,X05997,DB01083
penA,M32091,DB00535
penA,X16022,DB00319
penA,X16022, DB00415
penA,X16022, DB00456
penA,X16022, DB00485
penA,X16022, DB00493
penA,X16022, DB00567
penA,X16022, DB00607
penA,X16022, DB00713
penA,X16022, DB00739
penA,X16022, DB01066
penA,X16022, DB01140
penA,X16022, DB01163
penA,X16022, DB01212
penA,X16022, DB01331
penA,X16022, DB01603
penA,X16022, DB03313
penA,X16022, DB08795
CA3,AK313254,DB00819
CA3,AK313254,DB00562
CA3,AK313254, DB00606
CA7,AY075019,DB00311
CA7,AY075019, DB00703
CA7,AY075019, DB00819
CA7,AY075019, DB01144
CA7,AY075019,DB00562
CA7,AY075019, DB00606
CA14,AB025904,DB00819
CA14,AB025904,DB00562
CA14,AB025904, DB00606
SCN1B,L10338,DB00909
SCN1B,L10338,DB00907
SCN1B,L10338, DB05541
SCN1B,L10338, DB13269
SCN2B,AF007783,DB00909
SCN2B,AF007783,DB00907
SCN2B,AF007783, DB05541
SCN2B,AF007783, DB13269
SCN3B,AJ243396,DB00909
SCN3B,AJ243396,DB00907
SCN3B,AJ243396, DB05541
SCN3B,AJ243396, DB13269
SCN4B,AY149967,DB00909
SCN4B,AY149967,DB00907
SCN4B,AY149967, DB05541
SCN4B,AY149967, DB13269
SLC10A2,U10417,DB13914
SLC10A2,U10417, DB16226
SLC10A2,U10417, DB16261
SLC10A1,L21893,DB15248
SLC22A8,AF097491,DB01032
rplD,X02613,DB13179
rplD,X02613,DB00560
rplD,X02613, DB00759
rplD,X02613, DB09093
rplD,X02613, DB12455
rpsS,X02613,DB13179
rpsS,X02613,DB00560
rpsS,X02613, DB00759
rpsS,X02613, DB09093
rpsS,X02613, DB12455
rpmF,D63900,DB13179
rpsJ,U36504,DB01421
dacC,X06480,DB00274
dacC,X06480, DB00303
dacC,X06480, DB00430
dacC,X06480, DB01329
dacC,X06480, DB01331
dacC,X06480,DB00578
dacC,X06480, DB01000
dacC,X06480, DB01602
dacC,X06480, DB09319
mrcA,U73780,DB00430
mrcA,U73780, DB01329
mrcA,U73780, DB14879
ponB,AF147449,DB00430
ponB,AF147449, DB01329
ponB,AF147449, DB09050
ponB,AF147449, DB14879
pbpA,AP006841,DB00923
pbpA,AP006841, DB01326
MMP10,X07820,DB00786
MMP7,X07819,DB00786
MMP11,X57766,DB00786
MMP14,D26512,DB00786
MMP15,Z48482,DB00786
MMP17,AB021225,DB00786
MMP19,Y08622,DB00786
MMP20,Y12779,DB00786
MMP21,AF331526,DB00786
MMP23A,AF056200,DB00786
MMP24,AF131284,DB00786
MMP26,AF230354,DB00786
MMP27,AF195192,DB00786
MMP28,AF315683,DB00786
rpsN,X01563,DB00560
rpsN,X01563, DB00759
rpsN,X01563, DB09093
rpsN,X01563, DB12455
TUBD1,AF201333,DB00570
TUBE1,AF201334,DB00570
TUBG1,M61764,DB00570
pbpC,U88571,DB01327
pbpC,U88571, DB09050
gyrB,X83917,DB01044
parC,Z67739,DB01044
parC,Z67739, DB06771
parE,Z67739,DB01044
parE,Z67739, DB06771
HAO1,AF244134,DB15935
PTPRB,X54131,DB16353
TTK,M86699,DB15498
PARP2,AJ236912,DB09074
PARP2,AJ236912, DB11760
PARP2,AJ236912, DB11793
PARP2,AJ236912, DB12332
ATP6V1B2,M60346,DB05260
RPL3,X73460,DB04865
PDK1,L42450,DB08809
ETFDH,S69232,DB00331
bla,J01749,DB09060
bla,J01749, DB12107
bla,J01749, DB12377
PLA2G1B,M21054,DB04552
PARP3,Y16836,DB09074
PARP3,Y16836, DB12332
KRAS,M54968,DB15568
KRAS,M54968, DB15569
pol,U28646,DB00238
pol,U28646, DB00300
pol,U28646, DB00495
pol,U28646, DB00625
pol,U28646, DB00649
pol,U28646, DB00705
pol,U28646, DB00709
pol,U28646, DB00879
pol,U28646, DB00900
pol,U28646, DB00943
pol,U28646, DB01048
pol,U28646, DB08864
pol,U28646, DB09299
pol,U28646, DB11799
pol,U28646, DB14126
TYK2,X54637,DB08877
bla,M59181,DB09060
bla,M59181, DB12107
ROCK2,D87931,DB13931
ROCK2,D87931, DB16703
EEF2,X51466,DB12688
pbpA,M90527,DB00415
pbpA,M90527, DB00456
pbpA,M90527, DB00485
pbpA,M90527, DB00493
pbpA,M90527, DB00567
pbpA,M90527, DB00607
pbpA,M90527, DB00713
pbpA,M90527, DB00739
pbpA,M90527, DB01000
pbpA,M90527, DB01140
pbpA,M90527, DB01147
pbpA,M90527, DB01163
pbpA,M90527, DB01331
pbpA,M90527, DB01603
pbpA,M90527, DB03313
pbpA,M90527, DB08795
pbp1b,AE007317,DB00319
pbp1b,AE007317, DB00415
pbp1b,AE007317, DB00456
pbp1b,AE007317, DB00485
pbp1b,AE007317, DB00493
pbp1b,AE007317, DB00567
pbp1b,AE007317, DB00607
pbp1b,AE007317, DB00713
pbp1b,AE007317, DB00739
pbp1b,AE007317, DB01140
pbp1b,AE007317, DB01163
pbp1b,AE007317, DB01331
pbp1b,AE007317, DB01603
pbp1b,AE007317, DB03313
pbp1b,AE007317, DB08795
fabI,BX571856,DB11155
KCNN1,U69883,DB16733
KCNN1,U69883,DB09089
KCNN2,AF239613,DB16733
KCNN2,AF239613,DB09089
MT-CYB,M99416,DB01117
GABRQ,AF189259,DB00186
GABRQ,AF189259, DB00189
GABRQ,AF189259, DB00228
GABRQ,AF189259, DB00231
GABRQ,AF189259, DB00237
GABRQ,AF189259, DB00241
GABRQ,AF189259, DB00292
GABRQ,AF189259, DB00306
GABRQ,AF189259, DB00312
GABRQ,AF189259, DB00349
GABRQ,AF189259, DB00371
GABRQ,AF189259, DB00402
GABRQ,AF189259, DB00404
GABRQ,AF189259, DB00463
GABRQ,AF189259, DB00475
GABRQ,AF189259, DB00546
GABRQ,AF189259, DB00628
GABRQ,AF189259, DB00683
GABRQ,AF189259, DB00690
GABRQ,AF189259, DB00753
GABRQ,AF189259, DB00794
GABRQ,AF189259, DB00801
GABRQ,AF189259, DB00818
GABRQ,AF189259, DB00829
GABRQ,AF189259, DB00842
GABRQ,AF189259, DB00897
GABRQ,AF189259, DB01028
GABRQ,AF189259, DB01068
GABRQ,AF189259, DB01107
GABRQ,AF189259, DB01159
GABRQ,AF189259, DB01189
GABRQ,AF189259, DB01205
GABRQ,AF189259, DB01215
GABRQ,AF189259, DB01236
GABRQ,AF189259, DB01437
GABRQ,AF189259, DB01489
GABRQ,AF189259, DB01511
GABRQ,AF189259, DB01544
GABRQ,AF189259, DB01545
GABRQ,AF189259, DB01553
GABRQ,AF189259, DB01558
GABRQ,AF189259, DB01559
GABRQ,AF189259, DB01587
GABRQ,AF189259, DB01588
GABRQ,AF189259, DB01589
GABRQ,AF189259, DB01594
GABRQ,AF189259, DB01595
GABRQ,AF189259, DB01956
GABRQ,AF189259, DB09017
GABRQ,AF189259, DB09118
GABRQ,AF189259, DB09166
GABRQ,AF189259, DB11582
GABRQ,AF189259, DB11859
GABRQ,AF189259, DB12404
GABRQ,AF189259, DB13335
GABRQ,AF189259, DB13437
GABRQ,AF189259, DB13643
GABRQ,AF189259, DB13837
GABRQ,AF189259, DB13872
GABRQ,AF189259, DB14028
GABRQ,AF189259, DB14672
GABRQ,AF189259, DB14715
GABRQ,AF189259, DB14719
GABRQ,AF189259, DB15489
HTR1E,M91467,DB01049
HTR1E,M91467, DB01239
HTR1E,M91467, DB11273
HTR1E,M91467, DB13025
HTR1E,M91467, DB13345
PRKCB,M13975,DB00675
PRKCD,L07860,DB00675
PRKCE,X65293,DB00675
PRKCI,L18964,DB00675
PRKCQ,L01087,DB00675
CACNA2D3,AJ272268,DB00228
CACNA2D3,AJ272268, DB11148
NFKB2,X61498,DB13751
NFKB2,X61498,DB14059
KCNMB1,U25138,DB09089
KCNMB2,AF099137,DB09089
KCNMB3,AF139471,DB09089
KCNMB4,AF160967,DB09089
KCNN3,AF031815,DB09089
PRKAB2,AJ224538,DB00131
PDE1A,U40370,DB09283
PDE1B,U56976,DB09283
PDE1B,U56976,DB00201
PDE7B,AB038040,DB09283
PDE2A,U67733,DB09283
PDE3B,U38178,DB09283
PDE3B,U38178,DB00201
PDE11A,AB036704,DB09283
PDE7A,L12052,DB09283
PDE8A,AF388183,DB09283
PDE8B,AY129948,DB09283
PDE9A,AF048837,DB09283
HDAC10,AL512711,DB05015
HDAC10,AL512711, DB06603
HDAC4,AF132607,DB05015
HDAC4,AF132607, DB06603
HDAC5,BK000028,DB05015
HDAC5,BK000028, DB06603
HDAC7,BC020505,DB05015
HDAC7,BC020505, DB06603
HDAC8,AF230097,DB05015
HDAC8,AF230097, DB06603
KCNH6,AF311913,DB01118
KCNH7,AF032897,DB01118
GRIK1,L19058,DB00273
GRIK2,U16126,DB00273
GRIK3,U16127,DB00273
GRIK4,S67803,DB00273
GRIK5,S40369,DB00273
CHRNA5,M83712,DB00202
CHRNA6,U62435,DB00202
CHRNA9,AJ243342,DB00202
CHRNB3,U62438,DB00202
CA13,AK095314,DB00562
CA13,AK095314, DB00606
CA5A,L19297,DB00562
CA5A,L19297, DB00606
CA5B,AB021660,DB00562
CA5B,AB021660, DB00606
CA9,X66839,DB00562
CA9,X66839, DB00606
SLC38A3,AF244548,DB00174
ATP2A1,AK291314,DB01189
ATP2A2,M23114,DB01189
IGHG2,AL928742,DB15258
